,original,action,situation,session_id,litw,socialchem,delphi,gpt4,age,gender,ethnicity,religion,education,country_longest,country_residence,native_language
13210,abusing drugs.,['also abusing psychedelic drugs.'],breaking up with girlfriend over dishonesty of Marijuana use/addiction,790.0,-1.0,-1.1666666666666667,-1.0,-1.0,60-70,man,,christian,phd,English-Speaking,,english
13211,always carrying alternate forms of money to the store in case your card is declined.,['riders always carrying alternate chinese forms of money return to the store in case if your card back is declined.'],"At the counter, however, my card was declined, so I put it all back.",791.0,0.0,0.4,0.0,0.0,10-20,woman,,,college,English-Speaking,English-Speaking,english
13212,having a fetish.,['never having had a fetish.'],I Fantasize About Being a Woman and Sometimes It Turns Me On,791.0,0.0,-0.3333333333333333,0.0,0.0,10-20,woman,,,college,English-Speaking,English-Speaking,english
13213,thinking about someone that you really loved in your past.,['so thinking about meeting someone that... you really have loved in your past.'],"Even After 50 Years, Woman Still Pines for Lost Teenage Love",791.0,1.0,0.0,0.0,0.0,10-20,woman,,,college,English-Speaking,English-Speaking,english
13214,not forgiving someone after a sexual infidelity has occurred.,['know not... forgiving someone after a recent sexual sexual infidelity has occurred.'],wanting to leave when we've both cheated,791.0,0.0,0.0,0.0,0.0,10-20,woman,,,college,English-Speaking,English-Speaking,english
13215,letting personal relationships get in the way of your relationship with family.,['letting personal growth relationships also get in the correct way most of your relationship with family.'],"Couple Kisses and Makes Up, but Family Tension Remains",791.0,-1.0,-1.0,-1.0,-1.0,10-20,woman,,,college,English-Speaking,English-Speaking,english
13216,dating someone who cross-dresses.,['dating another someone black who cross - stitch dresses.'],Wondering what it feels like to wear a nightdress,791.0,0.0,-0.6666666666666666,0.0,0.0,10-20,woman,,,college,English-Speaking,English-Speaking,english
13217,feeling betrayed by a partner.,['feeling betrayed not by such a partner.'],feeling like my girlfriend (essentially) cheated on me,791.0,0.0,0.0,-1.0,-1.0,10-20,woman,,,college,English-Speaking,English-Speaking,english
13218,finding a partner's siblings attractive.,"[""but finding meeting a sleeping partner's siblings attractive.""]",Girlfriends hot sisters feet!,791.0,-1.0,-1.25,1.0,0.0,10-20,woman,,,college,English-Speaking,English-Speaking,english
13219,telling someone else what to do with their pet.,['telling them someone else what to just do with them their pet.'],telling my roommate he needs to find a temporary home for his cat,791.0,-1.0,-1.0,-1.0,-1.0,10-20,woman,,,college,English-Speaking,English-Speaking,english
13220,flunking students who do poorly on assignments.,['parents flunking with students who do poorly on homework assignments.'],My teacher told me it was too broad and gave me a bad grade.,791.0,0.0,0.3333333333333333,0.0,-1.0,10-20,woman,,,college,English-Speaking,English-Speaking,english
13221,being accepting of having a half-sibling,['being accepting instead of people having a half - grown sibling'],First-Time Mom Keeps Stepson's Feelings in Mind,791.0,1.0,0.0,0.0,1.0,10-20,woman,,,college,English-Speaking,English-Speaking,english
13222,not being able to control who you are attracted to.,['not even being able to control yourself who most you are actually attracted to.'],Bffs dad accidentally turned me on,791.0,0.0,0.0,0.0,0.0,10-20,woman,,,college,English-Speaking,English-Speaking,english
13223,dismissing an employee without giving the opportunity to appeal the decision.,['dismissing an operating employee without even giving the opportunity whatsoever to appeal or the decision.'],Hairdresser Is Fired By Her Mother-In-Law With A Text,791.0,-1.0,-1.2,-1.0,-1.0,10-20,woman,,,college,English-Speaking,English-Speaking,english
13224,committing suicide.,['committing involuntary suicide.'],I try to sabotage my own life because im too scared to end it.,791.0,0.0,-2.0,-1.0,-1.0,10-20,woman,,,college,English-Speaking,English-Speaking,english
13225,being part of an affair.,['being admitted part of an insane affair.'],I’m part of an affair and I know it,791.0,-2.0,-1.3333333333333333,-1.0,-1.0,10-20,woman,,,college,English-Speaking,English-Speaking,english
13226,wanting to get back at someone who cheated on you.,['always wanting forgiveness to get thrown back at the someone who cheated on you.'],wanting revenge on cheating ex,791.0,-1.0,0.0,0.0,-1.0,10-20,woman,,,college,English-Speaking,English-Speaking,english
13227,beating a loved one.,['beating at a single loved one.'],beating my girlfriend,792.0,-2.0,-2.0,-1.0,-1.0,,,,,,English-Speaking,,
13228,following the rules.,['following to the parliamentary rules.'],Follow Commandments of Love to Keep Valentine Spirit Alive,792.0,0.0,1.0,0.0,1.0,,,,,,English-Speaking,,
13229,respecting the religious beliefs of other people.,['simply respecting... the specific religious beliefs of other people.'],calling my religious friend out for being hypocritical,792.0,1.0,0.3333333333333333,0.0,1.0,,,,,,English-Speaking,,
13230,outgrowing a friendship.,['finally outgrowing a bad friendship.'],ending a possible good friendship,792.0,0.0,0.0,0.0,0.0,,,,,,English-Speaking,,
13231,keeping food overly long in the freezer.,['always keeping food not overly long there in the freezer.'],I have a 5 year old turkey in my freezer.,792.0,0.0,-1.0,-1.0,0.0,,,,,,English-Speaking,,
13232,telling someone how to study.,['telling someone how best to... study.'],telling my flatmate to be more quiet while she's studying,792.0,0.0,-1.0,-1.0,0.0,,,,,,English-Speaking,,
13233,having a sleepover with your family.,['enjoy having a nice sleepover together with your family.'],Mom Tries to Turn Cousin Sleepover Into Moneymaker for Daughter,792.0,1.0,0.6666666666666666,1.0,1.0,,,,,,English-Speaking,,
13234,engaging in romantic relationships with minors,['or engaging in romantic relationships usually with minors'],Mom's Embrace of Younger Man Has Whole Family Up in Arms,792.0,-2.0,-2.0,-1.0,-1.0,,,,,,English-Speaking,,
13235,breaking the rules.,['not breaking the dating rules.'],Her mother caught her returning and she was grounded for longer.,792.0,0.0,-1.0,-1.0,-1.0,,,,,,English-Speaking,,
13236,doing things that you know are going to gross other people out.,['doing things enough that you can know we are going about to gross other people out.'],eating smelly foods in my cubicle,792.0,-1.0,-1.0,-1.0,-1.0,,,,,,English-Speaking,,
13237,committing suicide.,['committing involuntary suicide.'],I try to sabotage my own life because im too scared to end it.,792.0,0.0,-2.0,-1.0,-1.0,,,,,,English-Speaking,,
13238,partaking in a showy wedding ritual.,['secretly partaking together in a showy wedding like ritual.'],In Your Face Wedding Ritual Deserves a Good Riddance,792.0,0.0,-1.2,-1.0,0.0,,,,,,English-Speaking,,
13239,keeping your identity secure at all costs.,['constantly keeping your identity highly secure at all associated costs.'],Identity Theft Among Families Adds New Wrinkle to Fraud,792.0,0.0,0.6666666666666666,0.0,0.0,,,,,,English-Speaking,,
13240,not thinking about someone's feeling or emotional well being.,"[""not about thinking about losing someone's emotional feeling or emotional to well being.""]",telling this girl who contacts me (after not talking for years) that I have a girlfriend,792.0,-1.0,-1.3333333333333333,-1.0,-1.0,,,,,,English-Speaking,,
13241,asking questions.,['no asking questions.'],Is this person still a friend...?,792.0,0.0,0.0,0.0,0.0,,,,,,English-Speaking,,
13242,prying into your child's life.,"[""about prying back into your child'your s life.""]",Staying on Parents' Phone Plan Will Cost Grad Student His Privacy,792.0,-1.0,-1.0,-1.0,-1.0,,,,,,English-Speaking,,
13243,going out with people that like you.,['going out there with people that look like about you.'],I think a girl might like me,792.0,0.0,0.3333333333333333,1.0,1.0,,,,,,English-Speaking,,
13244,being strict when you want your teenager to wise up.,['avoid being more strict when first you want of your teenager to wise up.'],Teen Struggles to Adapt to Dad's Strict Parenting,792.0,1.0,0.0,0.0,0.0,,,,,,English-Speaking,,
13245,reporting someone for taking a parking spot.,['reporting into someone for practically taking over a parking spot.'],reporting a city vehicle that took a parking space I was waiting for,792.0,1.0,-0.6,0.0,0.0,,,,,,English-Speaking,,
13246,expecting people to thank you when you give them something.,['expecting people to thank even you or when you can give back them something.'],Author Is Offended by Halfhearted Thanks for Free Copies of Book,792.0,0.0,-1.0,1.0,0.0,,,,,,English-Speaking,,
13247,punishing people who try to take advantage of a system.,['punishing people with who might try to take conscious advantage outside of a system.'],Gaming the System Is Not Acceptable in Any Country,792.0,1.0,0.1666666666666666,0.0,0.0,,,,,,English-Speaking,,
13248,yelling at people.,['her yelling away at people.'],yelling at my brother,792.0,-1.0,-1.0,-1.0,-1.0,,,,,,English-Speaking,,
13249,only inviting certain people to your events.,['only after inviting in certain people to your social events.'],intentionally excluding friends with social anxiety from events because I was sick of constantly having to follow-up,792.0,0.0,0.0,1.0,0.0,,,,,,English-Speaking,,
13250,helping your kids with homework.,['helping your kids play with my homework.'],"All I wanted as a child was to be student of the month, but I couldn't because my mother wouldn't take the time out of her day to help me with homework.",792.0,2.0,0.8333333333333334,1.0,0.0,,,,,,English-Speaking,,
13251,being annoyed when you think your friend is fishing for compliments.,['being frequently annoyed especially when you always think your friend is continually fishing for compliments.'],Jill was very worried about her performance cheerleading.,792.0,0.0,0.0,0.0,0.0,,,,,,English-Speaking,,
13252,being open with your children about sex.,['remember being open up with your two children about sex.'],Mother's Up-Front Talk Sets Daughter Straight About Sex,793.0,1.0,0.5,0.0,0.0,30-40,woman,white,,phd,English-Speaking,Protestant-Europe,english
13253,not keeping in contact with ex's.,"[""like not even keeping in contact or with ex's.""]",not being friends with a woman I'm not over,793.0,2.0,0.0,0.0,0.0,30-40,woman,white,,phd,English-Speaking,Protestant-Europe,english
13254,wanting to be humiliated.,['wanting to slowly be forever humiliated.'],I want to serve as a human toilet for women,793.0,-1.0,-1.2,-1.0,-1.0,30-40,woman,white,,phd,English-Speaking,Protestant-Europe,english
13255,being unemployed.,['being paid unemployed.'],Unemployed Eldest Child Feels Trapped in Parents' Basement,793.0,0.0,0.0,0.0,0.0,30-40,woman,white,,phd,English-Speaking,Protestant-Europe,english
13256,buying candy.,['buying them candy.'],"Once she was there, she decided to buy red licorice and gumdrops.",793.0,0.0,-0.8333333333333334,0.0,0.0,30-40,woman,white,,phd,English-Speaking,Protestant-Europe,english
13257,flirting,['always flirting'],Shameless Flirt Must Be Confronted on Her Behavior,793.0,0.0,0.1666666666666666,0.0,0.0,30-40,woman,white,,phd,English-Speaking,Protestant-Europe,english
13258,liking feet.,['especially liking feet.'],I told my friend that I liked her feet and asked if I got feel them,794.0,0.0,0.0,0.0,0.0,30-40,,,,college,English-Speaking,English-Speaking,english
13259,getting upset at your partner over a party.,['stop getting upset... at your partner dying over a party.'],being upset at my girlfriend over her school ball and after party,794.0,0.0,-1.2,-1.0,-1.0,30-40,,,,college,English-Speaking,English-Speaking,english
13260,telling somebody how they should spend their money.,['telling on somebody about how they should spend their taxes money.'],telling a woman to prioritize gas over food,794.0,0.0,-1.0,-1.0,-1.0,30-40,,,,college,English-Speaking,English-Speaking,english
13261,being bored when you go to the zoo.,['being bored worse when you can go to the american zoo.'],"They went to the zoo, where they saw lots of animals.",794.0,0.0,0.0,0.0,0.0,30-40,,,,college,English-Speaking,English-Speaking,english
13262,being annoyed when you think your friend is fishing for compliments.,['being frequently annoyed especially when you always think your friend is continually fishing for compliments.'],Jill was very worried about her performance cheerleading.,794.0,0.0,0.0,0.0,0.0,30-40,,,,college,English-Speaking,English-Speaking,english
13263,procrastinating tasks.,['local procrastinating building tasks.'],The minute she joined she wondered why she hadn't joined sooner.,794.0,0.0,-1.0,-1.0,-1.0,30-40,,,,college,English-Speaking,English-Speaking,english
13264,defrauding the government,['by defrauding down the government'],I Never Pay Taxes,794.0,-1.0,-1.8333333333333333,-1.0,-1.0,30-40,,,,college,English-Speaking,English-Speaking,english
13265,creating drama over social media,['creating drama content over social media media'],Not So Friendly Facebook Post Might Prompt Debtors to Pay Up,794.0,0.0,-1.0,-1.0,-1.0,30-40,,,,college,English-Speaking,English-Speaking,english
13266,keeping your mouth shut about what happens at a stag.,['keeping keep your mouth firmly shut about seeing what happens just at a stag.'],My husband was at a stag a few weeks ago and witnessed some shady business going on....,794.0,0.0,0.0,0.0,0.0,30-40,,,,college,English-Speaking,English-Speaking,english
13267,being yourself,['like being yourself'],If I had ten more minutes with you... pt. 2,794.0,1.0,0.0,0.0,1.0,30-40,,,,college,English-Speaking,English-Speaking,english
13268,helping your coworkers with their goals.,['stop helping your coworkers work with their own goals.'],Woman Is Reluctant Benchmark for Co Worker Losing Weight,794.0,2.0,1.1666666666666667,1.0,1.0,30-40,,,,college,English-Speaking,English-Speaking,english
13269,being with family.,['about being alone with family.'],Family members of my residents annoy me,794.0,1.0,0.0,1.0,1.0,30-40,,,,college,English-Speaking,English-Speaking,english
13270,telling people what to do,['not telling people what thing to do'],not making my girlfriend a drink,794.0,0.0,-1.0,-1.0,-1.0,30-40,,,,college,English-Speaking,English-Speaking,english
13271,wanting to get back at someone who cheated on you.,['always wanting forgiveness to get thrown back at the someone who cheated on you.'],wanting revenge on cheating ex,795.0,-1.0,0.0,0.0,-1.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13272,disparaging the reputation of someone that throws chemicals in your eyes.,['disparaging the reputation process of someone that just throws nasty chemicals back in your pretty eyes.'],destroying my clasmmate reputation when he threw bleach at my right eye,794.0,1.0,0.0,0.0,-1.0,30-40,,,,college,English-Speaking,English-Speaking,english
13273,dating someone who cross-dresses.,['dating another someone black who cross - stitch dresses.'],Wondering what it feels like to wear a nightdress,795.0,0.0,-0.6666666666666666,0.0,0.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13274,paying for sex.,['stop paying cash for sex.'],Had a 3sum with two trans girls last night. I consider myself straight.,794.0,0.0,-1.1666666666666667,1.0,-1.0,30-40,,,,college,English-Speaking,English-Speaking,english
13275,sexually gratifying yourself.,['so sexually gratifying to yourself.'],I masturbated to my ex girlfriend pic,795.0,0.0,0.0,0.0,0.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13276,talking in class.,['not talking briefly in class.'],One day she was talking in class and her teacher noticed.,795.0,-1.0,-1.0,-1.0,-1.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13277,being part of an affair.,['being admitted part of an insane affair.'],I’m part of an affair and I know it,795.0,-1.0,-1.3333333333333333,-1.0,-1.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13278,loving someone that will never love you back.,['loving someone you that loves will never possibly love you back.'],I fell in love with someone who’ll never love me back like that,794.0,0.0,-0.75,-1.0,0.0,30-40,,,,college,English-Speaking,English-Speaking,english
13279,being honest when you give your kids the sex talk.,['being honest and when... you give your kids into the sex buddy talk.'],Mother's Up-Front Talk Sets Daughter Straight About Sex,795.0,2.0,0.5,0.0,1.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13280,having feelings for someone you work with.,['always having feelings even for a someone you work with.'],I’m about one shift away from F**king my boss,795.0,0.0,-0.75,0.0,0.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13281,getting upset over being homesick,['getting too upset enough over being homesick'],getting mad that my girlfriend wants to spend entire weekends at her family's house,795.0,0.0,0.0,-1.0,0.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13282,committing suicide.,['committing involuntary suicide.'],I try to sabotage my own life because im too scared to end it.,795.0,-1.0,-2.0,-1.0,-1.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13283,assuming things about people.,['assuming things improved about your people.'],He asked me if I was just sitting there or if I was homeless.,794.0,0.0,-1.2,-1.0,-1.0,30-40,,,,college,English-Speaking,English-Speaking,english
13284,dismissing an employee without giving the opportunity to appeal the decision.,['dismissing an operating employee without even giving the opportunity whatsoever to appeal or the decision.'],Hairdresser Is Fired By Her Mother-In-Law With A Text,795.0,-1.0,-1.2,-1.0,-1.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13285,paying for sex.,['stop paying cash for sex.'],Had a 3sum with two trans girls last night. I consider myself straight.,795.0,0.0,-1.1666666666666667,1.0,-1.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13286,making friends.,['not making friends.'],making Friends for a purpose,794.0,2.0,0.6,1.0,1.0,30-40,,,,college,English-Speaking,English-Speaking,english
13287,working hard.,['stopped working hard.'],He wasn't going to let that deter him.,795.0,0.0,1.0,1.0,1.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13288,telling someone else what to do with their pet.,['telling them someone else what to just do with them their pet.'],telling my roommate he needs to find a temporary home for his cat,795.0,0.0,-1.0,-1.0,-1.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13289,not being able to control who you are attracted to.,['not even being able to control yourself who most you are actually attracted to.'],Bffs dad accidentally turned me on,795.0,0.0,0.0,0.0,0.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13290,judging others by their weight.,['judging on others simply by their weight.'],Woman Is Reluctant Benchmark for Co Worker Losing Weight,794.0,-2.0,-1.1666666666666667,-1.0,-1.0,30-40,,,,college,English-Speaking,English-Speaking,english
13291,being strict when you want your teenager to wise up.,['avoid being more strict when first you want of your teenager to wise up.'],Teen Struggles to Adapt to Dad's Strict Parenting,795.0,0.0,0.0,0.0,0.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13292,letting personal relationships get in the way of your relationship with family.,['letting personal growth relationships also get in the correct way most of your relationship with family.'],"Couple Kisses and Makes Up, but Family Tension Remains",795.0,-1.0,-1.0,-1.0,-1.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13293,dating someone when you're their boss.,"[""dating someone new when mostly you're their freaking boss.""]",I'm sleeping with my subordinate that is 20 years younger.,795.0,-1.0,-1.1666666666666667,-1.0,-1.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13294,not forgiving someone after a sexual infidelity has occurred.,['know not... forgiving someone after a recent sexual sexual infidelity has occurred.'],wanting to leave when we've both cheated,795.0,0.0,0.0,0.0,0.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13295,finding a partner's siblings attractive.,"[""but finding meeting a sleeping partner's siblings attractive.""]",Girlfriends hot sisters feet!,795.0,0.0,-1.25,1.0,0.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13296,being careful who you fall in love with.,['being really careful who you fall totally in cold love with.'],I fell in love with someone who’ll never love me back like that,795.0,1.0,0.5,0.0,0.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13297,leaving your family and friends behind just to get an education.,['leaving your family back and friends behind just helps to someday get back an education.'],wanting to go to college out of state,795.0,0.0,-1.0,1.0,0.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13298,being honest about your feelings.,['being honest about accepting your hard feelings.'],ending a 4+ yr relationship with my boyfriend,794.0,0.0,0.0,1.0,0.0,30-40,,,,college,English-Speaking,English-Speaking,english
13299,going to school.,['going back to college school.'],Louise was walking from her bus into her school.,795.0,0.0,0.6666666666666666,0.0,1.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13300,thinking about someone that you really loved in your past.,['so thinking about meeting someone that... you really have loved in your past.'],"Even After 50 Years, Woman Still Pines for Lost Teenage Love",795.0,0.0,0.0,0.0,0.0,30-40,man,,,phd,English-Speaking,English-Speaking,english
13301,respecting the religious beliefs of other people.,['simply respecting... the specific religious beliefs of other people.'],calling my religious friend out for being hypocritical,794.0,0.0,0.3333333333333333,0.0,1.0,30-40,,,,college,English-Speaking,English-Speaking,english
13302,making mistakes.,['making no mistakes.'],accidentally ruining my girlfriend's laundry on her birthday,794.0,0.0,-1.0,0.0,0.0,30-40,,,,college,English-Speaking,English-Speaking,english
13303,partaking in a showy wedding ritual.,['secretly partaking together in a showy wedding like ritual.'],In Your Face Wedding Ritual Deserves a Good Riddance,794.0,0.0,-1.2,-1.0,0.0,30-40,,,,college,English-Speaking,English-Speaking,english
13304,cheating on your partner.,['cheating was on your business partner.'],not wanting anything to do with my dad after he cheated on my mom with a guy,794.0,-2.0,-2.0,-1.0,-1.0,30-40,,,,college,English-Speaking,English-Speaking,english
13305,outgrowing a friendship.,['finally outgrowing a bad friendship.'],ending a possible good friendship,794.0,0.0,0.0,0.0,0.0,30-40,,,,college,English-Speaking,English-Speaking,english
13306,not sharing your food.,['but not sharing of your food.'],not sharing my food,796.0,-1.0,0.0,-1.0,0.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13307,being scared to share your friends with other people.,['always being scared to share between your friends with other other people.'],wanting to keep my friend to myself,796.0,-1.0,0.0,0.0,0.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13308,assuming someone has a disability because they talk differently.,['not assuming also someone who has a disability because they talk differently.'],"In Texas, her new teachers though her accent was a speech impediment.",796.0,-1.0,-1.0,-1.0,-1.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13309,not wanting to hear foul language.,['for not wanting her to hear any foul language.'],making not allowing swearing on my Discord server,796.0,0.0,0.0,0.0,0.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13310,using language that is politically correct.,['using polite language that apparently is being politically correct.'],calling out my work to use more inclusive terms,796.0,0.0,1.0,1.0,1.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13311,being private.,['being that private.'],I never tell anyone anything,796.0,1.0,0.0,0.0,0.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13312,asking your parents for help paying for your wedding.,['forget asking your parents... for enough help paying for your wedding.'],Divorced Parents Don't See Eye to Eye on Chipping in for Son's Wedding,796.0,1.0,0.0,0.0,0.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13313,expecting your kids to help you out all the time.,['expecting for your kids to not help do you get out all the time.'],telling my mom to look for the remote herself,796.0,0.0,-0.6,-1.0,0.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13314,having an opinion.,['always having an open opinion.'],I think Nutella and Barbecue shapes taste good together,796.0,2.0,0.0,0.0,0.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13315,thinking a tan is suspicious.,['thinking under a tan jacket is suspicious.'],Husband's Salon Tan Is Sign That He's Cheating,796.0,-1.0,-1.0,-1.0,0.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13316,working hard.,['stopped working hard.'],He wasn't going to let that deter him.,796.0,1.0,1.0,1.0,1.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13317,being afraid of growing apart from your partner.,['being really afraid afraid of growing apart resulting from your partner.'],Woman Preparing to Wed Is Fearful of Growing Apart,796.0,1.0,-0.6666666666666666,0.0,0.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13318,questioning an officer in court to help your case.,['come questioning an officer in the court to help with your case.'],The ticketing officer appeared in court and Jasper questioned him.,796.0,0.0,0.5,0.0,0.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13319,making excuses in life.,['making my excuses for in life.'],James realized his eyesight had kept him from enjoying books.,796.0,0.0,-1.0,-1.0,-1.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13320,feeling obligated to play host for your partner's ex.,"[""like feeling very obligated to be play host for around your life partner's ex.""]",Wife Isn't Hot to Play Host for Husband's Old Flame,796.0,0.0,-1.0,-1.0,0.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13321,judging people by their religion.,['people judging people by their peculiar religion.'],leaving my gf over her religion,796.0,-1.0,-1.5,-1.0,-1.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13322,being into cuckolding.,['being tricked into girl cuckolding.'],I am into cuckolding but I hate it at the same time.,796.0,1.0,-1.0,1.0,0.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13323,expecting people to always pay off their loans.,['expecting people to somehow always pay off double their consumer loans.'],"I owe more than $650,000 in Student Loans, I was told that I have the highest amount on record.",796.0,0.0,-1.0,-1.0,0.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13324,expecting a cheater to always be a cheater.,['nobody expecting even a cheater appears to always be already a cheater.'],'Other Woman' Who Won Now Wishes She Hadn't,796.0,0.0,0.1666666666666666,0.0,-1.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13325,having sex on camera.,['having hot sex... on camera.'],Wife Performing in Sex Tape Doesn't Know She's a Star,796.0,0.0,0.0,1.0,-1.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13326,forcing people out of your home.,['forcing people camping out outside of your very home.'],"forcing a drunk, vulnerable girl out of my apartment",796.0,-1.0,-1.0,-1.0,-1.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13327,not feeling excited to get a free book.,['not a feeling excited about to go get a free book.'],Author Is Offended by Halfhearted Thanks for Free Copies of Book,796.0,1.0,0.0,0.0,0.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13328,expecting your spouse to pay for your vices.,['expecting your spouse instead to pay damages for both your vices.'],After she got married her husband began to chip in as well.,796.0,-1.0,-1.0,-1.0,-1.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13329,giving your heart and soul to others.,['by giving your pure heart to and soul to others.'],I give my heart and soul into everything I do but I’m left with very little,796.0,2.0,1.1666666666666667,1.0,1.0,10-20,man,white,,college,English-Speaking,English-Speaking,english
13330,keeping food overly long in the freezer.,['always keeping food not overly long there in the freezer.'],I have a 5 year old turkey in my freezer.,797.0,0.0,-1.0,-1.0,0.0,50-60,woman,,,high school,English-Speaking,English-Speaking,english
13331,making mistakes.,['making no mistakes.'],accidentally ruining my girlfriend's laundry on her birthday,797.0,-1.0,-1.0,0.0,0.0,50-60,woman,,,high school,English-Speaking,English-Speaking,english
13332,questioning your sexual orientation.,['questioning is your sexual object orientation.'],Had a 3sum with two trans girls last night. I consider myself straight.,797.0,0.0,0.0,0.0,0.0,50-60,woman,,,high school,English-Speaking,English-Speaking,english
13333,defrauding the government,['by defrauding down the government'],I Never Pay Taxes,797.0,-2.0,-1.8333333333333333,-1.0,-1.0,50-60,woman,,,high school,English-Speaking,English-Speaking,english
13334,procrastinating tasks.,['local procrastinating building tasks.'],The minute she joined she wondered why she hadn't joined sooner.,797.0,0.0,-1.0,-1.0,-1.0,50-60,woman,,,high school,English-Speaking,English-Speaking,english
13335,paying for sex.,['stop paying cash for sex.'],Had a 3sum with two trans girls last night. I consider myself straight.,797.0,0.0,-1.1666666666666667,1.0,-1.0,50-60,woman,,,high school,English-Speaking,English-Speaking,english
13336,keeping your mouth shut about what happens at a stag.,['keeping keep your mouth firmly shut about seeing what happens just at a stag.'],My husband was at a stag a few weeks ago and witnessed some shady business going on....,797.0,0.0,0.0,0.0,0.0,50-60,woman,,,high school,English-Speaking,English-Speaking,english
13337,being with family.,['about being alone with family.'],Family members of my residents annoy me,797.0,1.0,0.0,1.0,1.0,50-60,woman,,,high school,English-Speaking,English-Speaking,english
13338,staying with someone you don't like.,"[""staying up with someone you don'a t very like.""]",I dont feel anything with my boyfriend.,797.0,-1.0,-1.0,-1.0,0.0,50-60,woman,,,high school,English-Speaking,English-Speaking,english
13339,buying things just because they are cheap.,['buying things things up just fine because they are cheap.'],When Tina went into the candy store she saw a lot of cheap things.,797.0,0.0,-1.0,-1.0,0.0,50-60,woman,,,high school,English-Speaking,English-Speaking,english
13340,being yourself,['like being yourself'],If I had ten more minutes with you... pt. 2,797.0,2.0,0.0,0.0,1.0,50-60,woman,,,high school,English-Speaking,English-Speaking,english
13341,buying candy.,['buying them candy.'],"Once she was there, she decided to buy red licorice and gumdrops.",797.0,0.0,-0.8333333333333334,0.0,0.0,50-60,woman,,,high school,English-Speaking,English-Speaking,english
13342,outgrowing a friendship.,['finally outgrowing a bad friendship.'],ending a possible good friendship,797.0,0.0,0.0,0.0,0.0,50-60,woman,,,high school,English-Speaking,English-Speaking,english
13343,feeling betrayed by a partner.,['feeling betrayed not by such a partner.'],feeling like my girlfriend (essentially) cheated on me,797.0,0.0,0.0,-1.0,-1.0,50-60,woman,,,high school,English-Speaking,English-Speaking,english
13344,expecting people to always pay off their loans.,['expecting people to somehow always pay off double their consumer loans.'],"I owe more than $650,000 in Student Loans, I was told that I have the highest amount on record.",797.0,1.0,-1.0,-1.0,0.0,50-60,woman,,,high school,English-Speaking,English-Speaking,english
13345,getting upset at your partner over a party.,['stop getting upset... at your partner dying over a party.'],being upset at my girlfriend over her school ball and after party,797.0,0.0,-1.2,-1.0,-1.0,50-60,woman,,,high school,English-Speaking,English-Speaking,english
13346,telling people what to do,['not telling people what thing to do'],not making my girlfriend a drink,797.0,0.0,-1.0,-1.0,-1.0,50-60,woman,,,high school,English-Speaking,English-Speaking,english
13347,telling somebody how they should spend their money.,['telling on somebody about how they should spend their taxes money.'],telling a woman to prioritize gas over food,797.0,-1.0,-1.0,-1.0,-1.0,50-60,woman,,,high school,English-Speaking,English-Speaking,english
