original,translated,lang
judging people by their religion.,Juzgar a las personas por su religión.,es
judging people by their religion.,julgar as pessoas pela sua religião.,pt
surprising people.,مفاجأة الناس.,ar
surprising people.,令人惊讶的人。,zh-CN
surprising people.,surprendre les gens.,fr
surprising people.,überraschende Menschen.,de
surprising people.,लोगों को आश्चर्यचकित कर रहे हैं.,hi
surprising people.,gente sorprendente.,es
surprising people.,pessoas surpreendentes.,pt
using humor to lighten the mood,استخدام الفكاهة لتهدئة الحالة المزاجية,ar
using humor to lighten the mood,用幽默来缓和气氛,zh-CN
using humor to lighten the mood,utiliser l'humour pour détendre l'ambiance,fr
using humor to lighten the mood,"Verwenden Sie Humor, um die Stimmung aufzuhellen",de
using humor to lighten the mood,मूड को हल्का करने के लिए हास्य का उपयोग करना,hi
using humor to lighten the mood,usar el humor para aligerar el estado de ánimo,es
using humor to lighten the mood,usando o humor para aliviar o clima,pt
putting away harmful feelings towards people you are close to.,التخلص من المشاعر الضارة تجاه الأشخاص المقربين منك.,ar
putting away harmful feelings towards people you are close to.,消除对亲近之人的不良情绪。,zh-CN
putting away harmful feelings towards people you are close to.,mettre de côté les sentiments nocifs envers les personnes dont vous êtes proches.,fr
putting away harmful feelings towards people you are close to.,"Schädliche Gefühle gegenüber Menschen, die Ihnen nahe stehen, ablegen.",de
putting away harmful feelings towards people you are close to.,अपने करीबी लोगों के प्रति हानिकारक भावनाओं को दूर रखें।,hi
putting away harmful feelings towards people you are close to.,Dejando de lado los sentimientos dañinos hacia las personas cercanas.,es
putting away harmful feelings towards people you are close to.,afastar sentimentos prejudiciais em relação às pessoas de quem você é próximo.,pt
dressing slutty.,خلع الملابس بشكل عاهرة.,ar
dressing slutty.,穿着放荡。,zh-CN
dressing slutty.,s'habiller de salope.,fr
dressing slutty.,versaut anziehen.,de
dressing slutty.,फूहड़ कपड़े पहनना।,hi
dressing slutty.,vestirse de puta.,es
dressing slutty.,vestir-se de sacanagem.,pt
assuming someone has a disability because they talk differently.,افتراض أن شخصًا ما لديه إعاقة لأنه يتحدث بشكل مختلف.,ar
assuming someone has a disability because they talk differently.,假设某人有残疾，因为他们说话不同。,zh-CN
assuming someone has a disability because they talk differently.,supposer que quelqu'un a un handicap parce qu'il parle différemment.,fr
assuming someone has a disability because they talk differently.,"Angenommen, jemand hat eine Behinderung, weil er anders spricht.",de
assuming someone has a disability because they talk differently.,यह मान लेना कि कोई व्यक्ति विकलांग है क्योंकि वे अलग-अलग बातें करते हैं।,hi
assuming someone has a disability because they talk differently.,asumir que alguien tiene una discapacidad porque habla de manera diferente.,es
assuming someone has a disability because they talk differently.,presumir que alguém tem uma deficiência porque fala de maneira diferente.,pt
telling your parents to butt out of your love life.,إخبار والديك بالخروج من حياتك العاطفية.,ar
telling your parents to butt out of your love life.,告诉你的父母远离你的爱情生活。,zh-CN
telling your parents to butt out of your love life.,dire à tes parents de se retirer de ta vie amoureuse.,fr
telling your parents to butt out of your love life.,"Sag deinen Eltern, sie sollen aus deinem Liebesleben aussteigen.",de
telling your parents to butt out of your love life.,अपने माता-पिता को अपने प्रेम जीवन से दूर रहने के लिए कहना।,hi
telling your parents to butt out of your love life.,decirle a tus padres que se aparten de tu vida amorosa.,es
telling your parents to butt out of your love life.,dizendo a seus pais para se afastarem de sua vida amorosa.,pt
making mistakes.,ارتكاب الأخطاء.,ar
making mistakes.,犯错误。,zh-CN
making mistakes.,faire des erreurs.,fr
making mistakes.,Fehler machen.,de
making mistakes.,गलतियां करना।,hi
making mistakes.,cometiendo errores.,es
making mistakes.,cometendo erros.,pt
making others look bad.,جعل الآخرين يبدون سيئين.,ar
making others look bad.,让别人看起来很糟糕。,zh-CN
making others look bad.,donner une mauvaise image aux autres.,fr
making others look bad.,andere schlecht aussehen lassen.,de
making others look bad.,दूसरों को बुरा दिखाना।,hi
making others look bad.,hacer quedar mal a los demás.,es
making others look bad.,fazendo os outros ficarem mal.,pt
expecting a friend to give you money.,تتوقع أن يعطيك صديق المال.,ar
expecting a friend to give you money.,期待朋友给你钱。,zh-CN
expecting a friend to give you money.,s'attendre à ce qu'un ami vous donne de l'argent.,fr
expecting a friend to give you money.,"von einem Freund erwarten, dass er dir Geld gibt.",de
expecting a friend to give you money.,किसी मित्र से यह अपेक्षा करना कि वह आपको धन देगा।,hi
expecting a friend to give you money.,esperando que un amigo te dé dinero.,es
expecting a friend to give you money.,esperando que um amigo lhe dê dinheiro.,pt
buying candy.,شراء الحلوى.,ar
buying candy.,买糖果。,zh-CN
buying candy.,acheter des bonbons.,fr
buying candy.,Süßigkeiten kaufen.,de
buying candy.,कैंडी खरीदना.,hi
buying candy.,comprando dulces.,es
buying candy.,comprando doces.,pt
swearing at others.,الشتائم على الآخرين.,ar
swearing at others.,咒骂别人。,zh-CN
swearing at others.,jurer contre les autres.,fr
swearing at others.,andere beschimpfen.,de
swearing at others.,दूसरों को अपशब्द कहना.,hi
swearing at others.,insultar a los demás.,es
swearing at others.,xingando os outros.,pt
keeping your mouth shut about what happens at a stag.,أبقِ فمك مغلقًا بشأن ما يحدث عند الأيل.,ar
keeping your mouth shut about what happens at a stag.,对牡鹿发生的事情闭嘴。,zh-CN
keeping your mouth shut about what happens at a stag.,garder la bouche fermée sur ce qui se passe chez un cerf.,fr
keeping your mouth shut about what happens at a stag.,"Schweigen Sie darüber, was auf einem Junggesellenabschied passiert.",de
keeping your mouth shut about what happens at a stag.,हरिण के साथ क्या होता है इसके बारे में अपना मुँह बंद रखना।,hi
keeping your mouth shut about what happens at a stag.,mantener la boca cerrada sobre lo que sucede en una despedida de soltero.,es
keeping your mouth shut about what happens at a stag.,manter a boca fechada sobre o que acontece em uma despedida de solteiro.,pt
having your mental health on the border line.,وجود صحتك العقلية على خط الحدود.,ar
having your mental health on the border line.,你的心理健康处于临界线。,zh-CN
having your mental health on the border line.,avoir votre santé mentale à la frontière.,fr
having your mental health on the border line.,Ihre geistige Gesundheit ist am Rande der Grenze.,de
having your mental health on the border line.,आपका मानसिक स्वास्थ्य सीमा रेखा पर है।,hi
having your mental health on the border line.,tener su salud mental en la línea fronteriza.,es
having your mental health on the border line.,ter sua saúde mental no limite.,pt
procrastinating tasks.,المماطلة المهام.,ar
procrastinating tasks.,拖延任务。,zh-CN
procrastinating tasks.,tâches procrastinées.,fr
procrastinating tasks.,Aufgaben aufschieben.,de
procrastinating tasks.,कार्यों को टालना.,hi
procrastinating tasks.,procrastinar tareas.,es
procrastinating tasks.,procrastinar tarefas.,pt
having a sleepover with your family.,الحصول على نوم مع عائلتك.,ar
having a sleepover with your family.,和家人一起过夜。,zh-CN
having a sleepover with your family.,passer une soirée pyjama avec votre famille.,fr
having a sleepover with your family.,Übernachten Sie mit Ihrer Familie.,de
having a sleepover with your family.,अपने परिवार के साथ रात्रि विश्राम करें।,hi
having a sleepover with your family.,tener una fiesta de pijamas con tu familia.,es
having a sleepover with your family.,tendo uma festa do pijama com sua família.,pt
occupying the bathroom for too long.,احتلال الحمام لفترة طويلة.,ar
occupying the bathroom for too long.,占用卫生间时间过长。,zh-CN
occupying the bathroom for too long.,occuper la salle de bain trop longtemps.,fr
occupying the bathroom for too long.,zu lange im Badezimmer verbringen.,de
occupying the bathroom for too long.,बाथरूम में बहुत देर तक रहना।,hi
occupying the bathroom for too long.,Ocupar el baño por mucho tiempo.,es
occupying the bathroom for too long.,ocupando o banheiro por muito tempo.,pt
letting your partner's parents get mad at you.,السماح لوالدي شريكك بالغضب منك.,ar
letting your partner's parents get mad at you.,让你伴侣的父母生你的气。,zh-CN
letting your partner's parents get mad at you.,laisser les parents de votre partenaire se mettre en colère contre vous.,fr
letting your partner's parents get mad at you.,"zulassen, dass die Eltern deines Partners sauer auf dich werden.",de
letting your partner's parents get mad at you.,अपने साथी के माता-पिता को आप पर क्रोधित होने देना।,hi
letting your partner's parents get mad at you.,dejar que los padres de tu pareja se enojen contigo.,es
letting your partner's parents get mad at you.,deixando os pais do seu parceiro ficarem bravos com você.,pt
disliking everybody,كره الجميع,ar
disliking everybody,不喜欢所有人,zh-CN
disliking everybody,je n'aime pas tout le monde,fr
disliking everybody,jeden nicht mögen,de
disliking everybody,हर किसी को नापसंद करना,hi
disliking everybody,desagradar a todos,es
disliking everybody,não gostando de todo mundo,pt
taking some risks.,تحمل بعض المخاطر.,ar
taking some risks.,承担一些风险。,zh-CN
taking some risks.,prendre quelques risques.,fr
taking some risks.,einige Risiken eingehen.,de
taking some risks.,कुछ जोखिम उठा रहे हैं.,hi
taking some risks.,tomando algunos riesgos.,es
taking some risks.,assumindo alguns riscos.,pt
telling someone if a family member is dying.,إخبار شخص ما إذا كان أحد أفراد الأسرة يموت.,ar
telling someone if a family member is dying.,如果家庭成员即将去世，请告诉某人。,zh-CN
telling someone if a family member is dying.,dire à quelqu'un si un membre de la famille est mourant.,fr
telling someone if a family member is dying.,"jemandem sagen, wenn ein Familienmitglied im Sterben liegt.",de
telling someone if a family member is dying.,यदि परिवार का कोई सदस्य मर रहा हो तो किसी को बताना।,hi
telling someone if a family member is dying.,decirle a alguien si un miembro de la familia está muriendo.,es
telling someone if a family member is dying.,contar a alguém se um membro da família está morrendo.,pt
sleeping around.,النوم حولها.,ar
sleeping around.,睡觉周围。,zh-CN
sleeping around.,dormir.,fr
sleeping around.,herumschlafen.,de
sleeping around.,चारों ओर सो रहा हूँ.,hi
sleeping around.,Durmiendo por ahi.,es
sleeping around.,dormindo por aí.,pt
living your life based around what other people want.,تعيش حياتك بناءً على ما يريده الآخرون.,ar
living your life based around what other people want.,根据别人的需求来生活。,zh-CN
living your life based around what other people want.,vivre votre vie en fonction de ce que veulent les autres.,fr
living your life based around what other people want.,"Lebe dein Leben danach, was andere Menschen wollen.",de
living your life based around what other people want.,दूसरे लोग क्या चाहते हैं उसके आधार पर अपना जीवन जीना।,hi
living your life based around what other people want.,vivir tu vida en función de lo que otras personas quieren.,es
living your life based around what other people want.,viver sua vida com base no que outras pessoas desejam.,pt
making friends.,تكوين صداقات.,ar
making friends.,交朋友。,zh-CN
making friends.,se faire des amis.,fr
making friends.,Freunde finden.,de
making friends.,दोस्त बनाना।,hi
making friends.,haciendo amigos.,es
making friends.,fazendo amigos.,pt
helping your coworkers with their goals.,مساعدة زملائك في العمل في تحقيق أهدافهم.,ar
helping your coworkers with their goals.,帮助您的同事实现他们的目标。,zh-CN
helping your coworkers with their goals.,aider vos collègues à atteindre leurs objectifs.,fr
helping your coworkers with their goals.,Helfen Sie Ihren Kollegen bei der Verwirklichung ihrer Ziele.,de
helping your coworkers with their goals.,अपने सहकर्मियों को उनके लक्ष्य हासिल करने में मदद करना।,hi
helping your coworkers with their goals.,ayudando a tus compañeros de trabajo con sus objetivos.,es
helping your coworkers with their goals.,ajudando seus colegas de trabalho com seus objetivos.,pt
being unemployed.,عاطل عن العمل.,ar
being unemployed.,失业。,zh-CN
being unemployed.,être au chômage.,fr
being unemployed.,arbeitslos sein.,de
being unemployed.,बेरोजगार होना.,hi
being unemployed.,estar desempleado.,es
being unemployed.,estar desempregado.,pt
punishing a child that disobeys you.,معاقبة الطفل الذي يعصيك.,ar
punishing a child that disobeys you.,惩罚不听话的孩子。,zh-CN
punishing a child that disobeys you.,punir un enfant qui vous désobéit.,fr
punishing a child that disobeys you.,"ein Kind bestrafen, das dir nicht gehorcht.",de
punishing a child that disobeys you.,उस बच्चे को दंडित करना जो आपकी बात नहीं मानता।,hi
punishing a child that disobeys you.,Castigar a un niño que te desobedece.,es
punishing a child that disobeys you.,punir uma criança que desobedece você.,pt
feeling very depressed.,الشعور بالاكتئاب الشديد.,ar
feeling very depressed.,感觉很郁闷。,zh-CN
feeling very depressed.,se sentir très déprimé.,fr
feeling very depressed.,fühle mich sehr deprimiert.,de
feeling very depressed.,बहुत उदास महसूस कर रहा हूँ.,hi
feeling very depressed.,sentirse muy deprimido.,es
feeling very depressed.,sentindo-se muito deprimido.,pt
having feelings for someone you work with.,لديك مشاعر تجاه شخص تعمل معه.,ar
having feelings for someone you work with.,对与你一起工作的人有感情。,zh-CN
having feelings for someone you work with.,avoir des sentiments pour quelqu'un avec qui vous travaillez.,fr
having feelings for someone you work with.,"Gefühle für jemanden haben, mit dem man arbeitet.",de
having feelings for someone you work with.,जिस व्यक्ति के साथ आप काम करते हैं उसके प्रति भावनाएँ रखना।,hi
having feelings for someone you work with.,tener sentimientos por alguien con quien trabaja.,es
having feelings for someone you work with.,ter sentimentos por alguém com quem você trabalha.,pt
changing to a career that you find challenging.,التغيير إلى مهنة تجدها صعبة.,ar
changing to a career that you find challenging.,换一个你觉得有挑战性的职业。,zh-CN
changing to a career that you find challenging.,changer pour une carrière que vous trouvez stimulante.,fr
changing to a career that you find challenging.,"Wechseln Sie in eine Karriere, die Sie als Herausforderung empfinden.",de
changing to a career that you find challenging.,ऐसे करियर में बदलाव करना जो आपको चुनौतीपूर्ण लगे।,hi
changing to a career that you find challenging.,cambiar a una carrera que le resulte desafiante.,es
changing to a career that you find challenging.,mudando para uma carreira que você considera desafiadora.,pt
examining your poop after going to the bathroom.,فحص البراز بعد الذهاب إلى الحمام.,ar
examining your poop after going to the bathroom.,上完厕所后检查你的便便。,zh-CN
examining your poop after going to the bathroom.,examiner vos selles après être allé aux toilettes.,fr
examining your poop after going to the bathroom.,"Untersuchen Sie Ihren Kot, nachdem Sie auf die Toilette gegangen sind.",de
examining your poop after going to the bathroom.,बाथरूम जाने के बाद अपने मल की जांच करना।,hi
examining your poop after going to the bathroom.,Examinar tu caca después de ir al baño.,es
examining your poop after going to the bathroom.,examinando seu cocô depois de ir ao banheiro.,pt
forcing people out of your home.,إجبار الناس على الخروج من منزلك,ar
forcing people out of your home.,强迫人们离开你的家。,zh-CN
forcing people out of your home.,forcer les gens à quitter votre maison.,fr
forcing people out of your home.,Menschen aus Ihrem Zuhause vertreiben.,de
forcing people out of your home.,लोगों को अपने घर से बाहर निकलने के लिए मजबूर करना।,hi
forcing people out of your home.,obligar a la gente a salir de su casa.,es
forcing people out of your home.,forçando as pessoas a saírem de sua casa.,pt
offering people advice when they're dealing with a problem.,تقديم النصائح للناس عندما يتعاملون مع مشكلة ما.,ar
offering people advice when they're dealing with a problem.,当人们处理问题时向他们提供建议。,zh-CN
offering people advice when they're dealing with a problem.,offrir des conseils aux gens lorsqu'ils sont confrontés à un problème.,fr
offering people advice when they're dealing with a problem.,"Menschen Ratschläge geben, wenn sie sich mit einem Problem befassen.",de
offering people advice when they're dealing with a problem.,जब लोग किसी समस्या से जूझ रहे हों तो उन्हें सलाह देना।,hi
offering people advice when they're dealing with a problem.,Ofrecer consejos a las personas cuando se enfrentan a un problema.,es
offering people advice when they're dealing with a problem.,oferecer conselhos às pessoas quando elas estão lidando com um problema.,pt
needing motivation to finish your goals,تحتاج إلى الدافع لإنهاء أهدافك,ar
needing motivation to finish your goals,需要动力来完成你的目标,zh-CN
needing motivation to finish your goals,besoin de motivation pour atteindre vos objectifs,fr
needing motivation to finish your goals,"Sie brauchen Motivation, um Ihre Ziele zu erreichen",de
needing motivation to finish your goals,अपने लक्ष्यों को पूरा करने के लिए प्रेरणा की आवश्यकता है,hi
needing motivation to finish your goals,Necesitar motivación para terminar tus objetivos.,es
needing motivation to finish your goals,precisando de motivação para terminar seus objetivos,pt
being too attentive to someone.,أن تكون منتبهًا جدًا لشخص ما.,ar
being too attentive to someone.,对某人过于关注。,zh-CN
being too attentive to someone.,être trop attentif à quelqu'un.,fr
being too attentive to someone.,jemandem gegenüber zu aufmerksam sein.,de
being too attentive to someone.,किसी के प्रति अत्यधिक चौकस रहना।,hi
being too attentive to someone.,ser demasiado atento a alguien.,es
being too attentive to someone.,ser muito atencioso com alguém.,pt
crying when your pet is missing.,البكاء عندما يكون حيوانك الأليف مفقودًا.,ar
crying when your pet is missing.,当你的宠物失踪时哭泣。,zh-CN
crying when your pet is missing.,pleurer lorsque votre animal a disparu.,fr
crying when your pet is missing.,"Weinen, wenn Ihr Haustier vermisst wird.",de
crying when your pet is missing.,जब आपका पालतू जानवर गायब हो तो रोना।,hi
crying when your pet is missing.,llorando cuando tu mascota falta.,es
crying when your pet is missing.,chorando quando seu animal de estimação está desaparecido.,pt
trying to be understanding of your siblings and their feelings.,حاول أن تتفهم إخوتك ومشاعرهم.,ar
trying to be understanding of your siblings and their feelings.,尝试理解你的兄弟姐妹和他们的感受。,zh-CN
trying to be understanding of your siblings and their feelings.,essayez de comprendre vos frères et sœurs et leurs sentiments.,fr
trying to be understanding of your siblings and their feelings.,"Versuchen Sie, Verständnis für Ihre Geschwister und ihre Gefühle zu haben.",de
trying to be understanding of your siblings and their feelings.,अपने भाई-बहनों और उनकी भावनाओं को समझने का प्रयास करें।,hi
trying to be understanding of your siblings and their feelings.,Tratando de ser comprensivo con tus hermanos y sus sentimientos.,es
trying to be understanding of your siblings and their feelings.,tentando ser compreensivo com seus irmãos e seus sentimentos.,pt
engaging in romantic relationships with minors,الانخراط في علاقات رومانسية مع القاصرين,ar
engaging in romantic relationships with minors,与未成年人发生恋爱关系,zh-CN
engaging in romantic relationships with minors,entretenir des relations amoureuses avec des mineurs,fr
engaging in romantic relationships with minors,Liebesbeziehungen mit Minderjährigen eingehen,de
engaging in romantic relationships with minors,नाबालिगों के साथ रोमांटिक रिश्तों में शामिल होना,hi
engaging in romantic relationships with minors,entablar relaciones románticas con menores,es
engaging in romantic relationships with minors,envolver-se em relacionamentos românticos com menores,pt
judging people based on what they know.,الحكم على الناس بناء على ما يعرفونه.,ar
judging people based on what they know.,根据人们所知道的来判断他们。,zh-CN
judging people based on what they know.,juger les gens sur la base de ce qu'ils savent.,fr
judging people based on what they know.,Menschen anhand ihres Wissens beurteilen.,de
judging people based on what they know.,लोगों को वे जो जानते हैं उसके आधार पर आंकना।,hi
judging people based on what they know.,Juzgar a las personas según lo que saben.,es
judging people based on what they know.,julgar as pessoas com base no que elas sabem.,pt
being angry with someone who wronged you.,أن تغضب من شخص ظلمك.,ar
being angry with someone who wronged you.,对冤枉你的人生气。,zh-CN
being angry with someone who wronged you.,être en colère contre quelqu'un qui vous a fait du tort.,fr
being angry with someone who wronged you.,"wütend auf jemanden sein, der dir Unrecht getan hat.",de
being angry with someone who wronged you.,किसी ऐसे व्यक्ति पर क्रोधित होना जिसने आपके साथ अन्याय किया हो।,hi
being angry with someone who wronged you.,estar enojado con alguien que te hizo daño.,es
being angry with someone who wronged you.,estar com raiva de alguém que te ofendeu.,pt
expecting a gift from people.,في انتظار هدية من الناس.,ar
expecting a gift from people.,期待人们的礼物。,zh-CN
expecting a gift from people.,attendre un cadeau des gens.,fr
expecting a gift from people.,ein Geschenk von Menschen erwarten.,de
expecting a gift from people.,लोगों से उपहार की उम्मीद है.,hi
expecting a gift from people.,esperando un regalo de la gente.,es
expecting a gift from people.,esperando um presente das pessoas.,pt
lying to people about quitting your job.,الكذب على الناس بشأن ترك وظيفتك.,ar
lying to people about quitting your job.,向人们谎称要辞职。,zh-CN
lying to people about quitting your job.,mentir aux gens au sujet de votre départ de votre emploi.,fr
lying to people about quitting your job.,"Leute anlügen, weil du deinen Job gekündigt hast.",de
lying to people about quitting your job.,अपनी नौकरी छोड़ने के बारे में लोगों से झूठ बोलना।,hi
lying to people about quitting your job.,mentirle a la gente acerca de dejar su trabajo.,es
lying to people about quitting your job.,mentir para as pessoas sobre deixar seu emprego.,pt
only inviting certain people to your events.,دعوة أشخاص معينين فقط إلى الأحداث الخاصة بك.,ar
only inviting certain people to your events.,只邀请某些人参加您的活动。,zh-CN
only inviting certain people to your events.,n'inviter que certaines personnes à vos événements.,fr
only inviting certain people to your events.,Laden Sie nur bestimmte Personen zu Ihren Veranstaltungen ein.,de
only inviting certain people to your events.,केवल कुछ खास लोगों को ही अपने कार्यक्रमों में आमंत्रित करें।,hi
only inviting certain people to your events.,Invitar solo a determinadas personas a tus eventos.,es
only inviting certain people to your events.,convidando apenas certas pessoas para seus eventos.,pt
running inside to get away from somebody so they can't follow you inside.,الركض إلى الداخل للابتعاد عن شخص ما حتى لا يتمكن من متابعتك في الداخل.,ar
running inside to get away from somebody so they can't follow you inside.,跑进去躲避某人，这样他们就无法跟着你进去。,zh-CN
running inside to get away from somebody so they can't follow you inside.,courir à l'intérieur pour échapper à quelqu'un afin qu'il ne puisse pas vous suivre à l'intérieur.,fr
running inside to get away from somebody so they can't follow you inside.,"Ins Innere rennen, um jemandem zu entkommen, damit er einem nicht hinein folgen kann.",de
running inside to get away from somebody so they can't follow you inside.,किसी से दूर जाने के लिए अंदर भागना ताकि वे आपका पीछा अंदर न कर सकें।,hi
running inside to get away from somebody so they can't follow you inside.,corriendo hacia adentro para alejarse de alguien para que no pueda seguirte adentro.,es
running inside to get away from somebody so they can't follow you inside.,correr para dentro para fugir de alguém para que eles não possam segui-lo para dentro.,pt
operating your car in any way you enjoy.,تشغيل سيارتك بأي طريقة تستمتع بها.,ar
operating your car in any way you enjoy.,以您喜欢的任何方式操作您的汽车。,zh-CN
operating your car in any way you enjoy.,conduire votre voiture comme bon vous semble.,fr
operating your car in any way you enjoy.,"Sie können Ihr Auto so bedienen, wie es Ihnen Spaß macht.",de
operating your car in any way you enjoy.,अपनी कार को अपने पसंदीदा तरीके से चलाना।,hi
operating your car in any way you enjoy.,operar su automóvil de la forma que desee.,es
operating your car in any way you enjoy.,operar seu carro da maneira que você gosta.,pt
arguing with your partner.,يتجادل مع شريك حياتك.,ar
arguing with your partner.,与你的伴侣争吵。,zh-CN
arguing with your partner.,se disputer avec votre partenaire.,fr
arguing with your partner.,mit deinem Partner streiten.,de
arguing with your partner.,अपने साथी के साथ बहस करना.,hi
arguing with your partner.,discutiendo con tu pareja.,es
arguing with your partner.,discutindo com seu parceiro.,pt
having weird sexual fantasies.,وجود تخيلات جنسية غريبة.,ar
having weird sexual fantasies.,有奇怪的性幻想。,zh-CN
having weird sexual fantasies.,avoir des fantasmes sexuels étranges.,fr
having weird sexual fantasies.,seltsame sexuelle Fantasien haben.,de
having weird sexual fantasies.,अजीब यौन कल्पनाएँ करना।,hi
having weird sexual fantasies.,tener fantasías sexuales extrañas.,es
having weird sexual fantasies.,tendo fantasias sexuais estranhas.,pt
liking feet.,تروق القدمين.,ar
liking feet.,喜欢脚。,zh-CN
liking feet.,aimer les pieds.,fr
liking feet.,Ich mag Füße.,de
liking feet.,पैरों को पसंद करना.,hi
liking feet.,que le gusten los pies.,es
liking feet.,gostar de pés.,pt
speaking out against your own work.,التحدث ضد عملك.,ar
speaking out against your own work.,公开反对你自己的工作。,zh-CN
speaking out against your own work.,dénoncer votre propre travail.,fr
speaking out against your own work.,Sich gegen die eigene Arbeit aussprechen.,de
speaking out against your own work.,अपने ही काम के खिलाफ बोलना.,hi
speaking out against your own work.,Hablar en contra de tu propio trabajo.,es
speaking out against your own work.,falando contra seu próprio trabalho.,pt
taking your pets to the pound.,أخذ حيواناتك الأليفة إلى الجنيه.,ar
taking your pets to the pound.,将您的宠物带到收容所。,zh-CN
taking your pets to the pound.,emmener vos animaux à la fourrière.,fr
taking your pets to the pound.,Bringen Sie Ihre Haustiere zum Tierheim.,de
taking your pets to the pound.,अपने पालतू जानवरों को पाउंड में ले जाना।,hi
taking your pets to the pound.,llevar a tus mascotas a la perrera.,es
taking your pets to the pound.,levando seus animais de estimação para o canil.,pt
distancing yourself from toxic family members.,إبعاد نفسك عن أفراد الأسرة السامة.,ar
distancing yourself from toxic family members.,远离有毒的家庭成员。,zh-CN
distancing yourself from toxic family members.,éloignez-vous des membres toxiques de votre famille.,fr
distancing yourself from toxic family members.,Distanzierung von giftigen Familienmitgliedern.,de
distancing yourself from toxic family members.,अपने आप को विषैले परिवार के सदस्यों से दूर रखें।,hi
distancing yourself from toxic family members.,distanciarse de los miembros tóxicos de la familia.,es
distancing yourself from toxic family members.,distanciando-se de membros tóxicos da família.,pt
judging other people based on dietary preferences.,الحكم على الآخرين على أساس التفضيلات الغذائية.,ar
judging other people based on dietary preferences.,根据饮食偏好来判断他人。,zh-CN
judging other people based on dietary preferences.,juger les autres en fonction de leurs préférences alimentaires.,fr
judging other people based on dietary preferences.,Beurteilung anderer Menschen anhand ihrer Ernährungspräferenzen.,de
judging other people based on dietary preferences.,आहार संबंधी प्राथमिकताओं के आधार पर अन्य लोगों का मूल्यांकन करना।,hi
judging other people based on dietary preferences.,Juzgar a otras personas según sus preferencias dietéticas.,es
judging other people based on dietary preferences.,julgar outras pessoas com base em preferências alimentares.,pt
being careful not to fall backwards when you step up.,الحرص على عدم التراجع إلى الوراء عندما تصعد.,ar
being careful not to fall backwards when you step up.,站起来时要小心，不要向后摔倒。,zh-CN
being careful not to fall backwards when you step up.,en faisant attention de ne pas tomber en arrière lorsque vous montez.,fr
being careful not to fall backwards when you step up.,"Achten Sie darauf, dass Sie beim Aufsteigen nicht nach hinten fallen.",de
being careful not to fall backwards when you step up.,जब आप कदम बढ़ाएँ तो सावधान रहें कि पीछे की ओर न गिरें।,hi
being careful not to fall backwards when you step up.,teniendo cuidado de no caer hacia atrás cuando subas.,es
being careful not to fall backwards when you step up.,tomando cuidado para não cair para trás ao subir.,pt
creating drama over social media,خلق الدراما عبر وسائل التواصل الاجتماعي,ar
creating drama over social media,通过社交媒体创造戏剧,zh-CN
creating drama over social media,créer du drame sur les réseaux sociaux,fr
creating drama over social media,Drama über soziale Medien schaffen,de
creating drama over social media,सोशल मीडिया पर नाटक बनाना,hi
creating drama over social media,creando drama en las redes sociales,es
creating drama over social media,criando drama nas redes sociais,pt
getting people fired.,طرد الناس.,ar
getting people fired.,让人们被解雇。,zh-CN
getting people fired.,faire virer les gens.,fr
getting people fired.,"dafür sorgen, dass Leute gefeuert werden.",de
getting people fired.,लोगों को नौकरी से निकालना.,hi
getting people fired.,hacer que despidan a la gente.,es
getting people fired.,fazer com que as pessoas sejam demitidas.,pt
beating a loved one.,ضرب أحد أفراد أسرته.,ar
beating a loved one.,殴打所爱的人。,zh-CN
beating a loved one.,battre un être cher.,fr
beating a loved one.,einen geliebten Menschen schlagen.,de
beating a loved one.,किसी प्रियजन की पिटाई.,hi
beating a loved one.,golpear a un ser querido.,es
beating a loved one.,bater em um ente querido.,pt
being yourself,كن نفسك,ar
being yourself,做自己,zh-CN
being yourself,être soi-même,fr
being yourself,man selbst sein,de
being yourself,बिना दंभ के,hi
being yourself,Se tu mismo,es
being yourself,sendo você mesmo,pt
telling people what to do,إخبار الناس بما يجب عليهم فعله,ar
telling people what to do,告诉人们该做什么,zh-CN
telling people what to do,dire aux gens quoi faire,fr
telling people what to do,"den Leuten sagen, was sie tun sollen",de
telling people what to do,लोगों को बता रहे हैं कि क्या करना है,hi
telling people what to do,decirle a la gente qué hacer,es
telling people what to do,dizendo às pessoas o que fazer,pt
being honest about your feelings.,أن تكون صادقًا بشأن مشاعرك.,ar
being honest about your feelings.,诚实地表达自己的感受。,zh-CN
being honest about your feelings.,être honnête à propos de vos sentiments.,fr
being honest about your feelings.,Seien Sie ehrlich zu Ihren Gefühlen.,de
being honest about your feelings.,अपनी भावनाओं के प्रति ईमानदार रहना।,hi
being honest about your feelings.,siendo honesto acerca de sus sentimientos.,es
being honest about your feelings.,sendo honesto sobre seus sentimentos.,pt
working at home.,العمل بالمنزل.,ar
working at home.,在家工作。,zh-CN
working at home.,travailler à la maison.,fr
working at home.,Zuhause arbeiten.,de
working at home.,घर पर काम।,hi
working at home.,trabajando en casa.,es
working at home.,trabalhando em casa.,pt
being scared to share your friends with other people.,الخوف من مشاركة أصدقائك مع أشخاص آخرين.,ar
being scared to share your friends with other people.,害怕与其他人分享你的朋友。,zh-CN
being scared to share your friends with other people.,avoir peur de partager ses amis avec d'autres personnes.,fr
being scared to share your friends with other people.,"Angst haben, deine Freunde mit anderen Menschen zu teilen.",de
